"행정구역별(시군구)","성별","연령별",2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"중구","계","65~69세",4150,1740,1667,X,X,12,6,49,1257,628,56,245,8,51,8,23,10,228,267,59,17,64,127,X,768,115
"중구","계","70~74세",3653,1547,1484,X,7,5,X,47,932,434,33,154,5,29,X,27,26,223,304,57,13,92,142,X,787,82
"중구","계","75~79세",3280,1314,1275,X,X,X,X,29,786,266,30,143,12,17,X,48,33,237,334,43,21,86,184,X,752,94
"중구","계","80~84세",1992,627,617,X,X,X,X,5,471,86,16,86,12,45,X,20,34,172,256,29,28,88,111,X,564,71
"중구","계","85세이상",1161,198,188,X,X,X,X,5,345,27,6,52,10,68,X,6,24,152,179,13,10,74,82,10,392,37
"중구","남자","합계",34690,5987,5377,27,16,320,37,210,19135,13866,1122,1756,52,191,236,138,110,1664,2570,376,303,796,1095,28,6211,759
"중구","남자","15세미만",3957,5,X,X,X,X,X,X,3425,2852,116,299,X,X,47,31,19,61,511,83,64,159,205,9,X,7
"중구","남자","15~19세",1257,17,X,X,X,13,X,X,1039,739,72,155,X,X,13,8,14,38,151,10,8,65,68,X,45,5
"중구","남자","20~24세",1819,49,X,X,X,40,X,X,1142,734,73,244,X,X,7,14,15,55,131,6,9,57,59,X,455,42
"중구","남자","25~29세",3117,180,78,X,X,92,6,X,1417,910,82,276,X,X,16,6,27,97,147,11,10,55,71,X,1224,148
"중구","남자","30~34세",2605,336,270,X,X,54,X,5,1222,853,63,173,X,7,11,X,8,103,103,13,9,32,49,X,855,87
"중구","남자","35~39세",2972,298,252,X,X,29,X,11,1894,1431,86,189,X,10,33,X,9,132,162,32,18,47,65,X,555,59
"중구","남자","40~44세",2471,161,132,X,X,20,X,7,1661,1264,76,152,X,6,26,X,X,135,183,29,27,60,67,X,429,37
"중구","남자","45~49세",2750,209,154,6,X,35,X,12,1755,1241,121,156,5,15,29,X,X,187,251,34,17,97,103,X,472,63
"중구","남자","50~54세",2606,334,277,X,X,17,6,32,1534,1120,103,70,5,22,24,X,X,189,215,14,19,94,88,X,457,64
"중구","남자","55~59세",2703,543,496,5,X,7,X,28,1491,1135,110,27,5,28,15,X,X,165,166,15,18,79,54,X,439,63
"중구","남자","60~64세",2520,865,810,X,X,5,X,40,1021,714,79,10,6,41,10,8,X,152,122,20,15,39,48,X,453,56
"중구","남자","65~69세",1837,814,779,X,X,X,X,26,562,363,56,5,X,25,X,10,X,96,101,30,17,6,48,X,306,52
"중구","남자","70~74세",1538,819,791,X,X,X,X,21,401,241,33,X,X,17,X,13,X,92,95,29,13,5,48,X,195,27
"중구","남자","75~79세",1407,778,759,X,X,X,X,15,326,182,30,X,6,X,X,22,X,79,110,23,21,X,65,X,167,26
"중구","남자","80~84세",785,431,430,X,X,X,X,X,157,65,16,X,6,9,X,15,X,43,80,17,28,X,35,X,96,20
"중구","남자","85세이상",346,148,146,X,X,X,X,X,88,22,6,X,7,5,X,6,X,40,42,10,10,X,22,X,63,X
"중구","여자","합계",37793,6144,5377,33,18,480,35,201,20021,13080,389,3882,52,304,198,111,200,1805,3135,379,194,1221,1341,37,7661,795
"중구","여자","15세미만",3706,X,X,X,X,X,X,X,3252,2692,112,318,X,X,41,15,17,57,443,80,55,156,152,5,X,5
"중구","여자","15~19세",1315,16,X,X,X,14,X,X,1076,784,48,177,X,X,8,8,14,37,158,14,11,52,81,X,61,X
"중구","여자","20~24세",2551,115,8,X,X,98,X,5,1248,793,82,280,X,X,9,X,21,57,169,17,16,65,71,X,963,54
"중구","여자","25~29세",3081,327,168,X,X,147,X,X,1143,706,52,251,X,5,16,7,15,89,136,12,7,58,59,X,1353,122
"중구","여자","30~34세",2455,370,301,X,X,61,X,7,1309,966,31,177,X,12,16,X,7,97,130,21,15,43,51,X,573,70
"중구","여자","35~39세",2828,251,191,X,X,47,X,8,1891,1499,28,244,X,7,25,X,X,83,205,27,23,62,93,6,420,55
"중구","여자","40~44세",2338,173,111,X,X,46,X,12,1591,1171,16,256,X,10,25,X,X,111,214,34,24,84,72,X,322,38
"중구","여자","45~49세",2755,275,235,5,X,20,X,10,1878,1277,12,408,X,19,25,X,X,135,239,26,18,99,96,X,322,41
"중구","여자","50~54세",2727,397,368,X,X,7,X,13,1802,1186,6,432,7,20,14,X,X,135,202,15,19,90,78,X,290,34
"중구","여자","55~59세",2878,754,706,8,X,8,X,28,1540,924,X,386,5,40,8,X,X,169,152,17,X,61,70,5,382,45
"중구","여자","60~64세",2836,1029,963,5,X,14,X,44,1034,514,X,278,X,39,7,13,7,173,175,24,X,59,90,X,539,56
"중구","여자","65~69세",2313,926,888,X,X,8,X,23,695,265,X,240,5,26,X,13,10,132,166,29,X,58,79,X,462,63
"중구","여자","70~74세",2115,728,693,X,X,X,X,26,531,193,X,154,X,12,X,14,24,131,209,28,X,87,94,X,592,55
"중구","여자","75~79세",1873,536,516,X,X,X,X,14,460,84,X,143,6,14,X,26,29,158,224,20,X,85,119,X,585,68
"중구","여자","80~84세",1207,196,187,X,X,X,X,X,314,21,X,86,6,36,X,5,31,129,176,12,X,88,76,X,468,51
"중구","여자","85세이상",815,50,42,X,X,X,X,X,257,5,X,52,X,63,X,X,22,112,137,X,X,74,60,8,329,34
"동구","계","합계",328007,54906,50068,415,105,2434,233,1651,200435,140165,8558,27939,524,2283,1781,1067,1278,16840,27090,3212,1988,10644,11246,222,41600,3754
"동구","계","15세미만",39459,33,X,X,6,14,X,10,34693,29025,1233,3123,X,X,382,191,135,604,4657,677,447,1766,1767,56,X,20
"동구","계","15~19세",12922,119,X,X,X,112,X,X,11105,8149,667,1776,X,X,66,69,72,305,1550,145,108,631,666,X,132,14
"동구","계","20~24세",16527,478,69,X,X,383,12,7,12937,8524,942,2547,10,X,81,82,193,554,1500,90,86,622,702,11,1469,132
"동구","계","25~29세",20907,1681,988,32,X,599,20,38,13819,8817,899,2808,21,26,113,51,165,919,1344,89,64,555,636,7,3619,437
"동구","계","30~34세",19741,2689,2222,36,6,343,19,63,12437,8738,496,1900,36,67,169,12,94,925,1052,119,102,364,467,16,3103,444
"동구","계","35~39세",25029,1971,1604,30,6,244,17,70,18163,13982,569,2018,40,110,244,X,31,1166,1817,267,180,661,709,15,2781,282
"동구","계","40~44세",23782,1501,1212,20,X,184,15,67,17667,13549,531,2063,28,83,208,X,7,1197,1954,272,184,819,679,13,2412,235
