"행정구역(시·군)별","경제활동별","항목","단위","2016 년","2015 년","2014 년","2013 년","2012 년","2011 년","2010 년",
"합계","총부가가치(기초가격)","산출액(당해년가격)","","833211458","805590353","774676571","756259343","724647395","702409825","643180494",
"합계","총부가가치(기초가격)","중간소비","","489945160","479720998","470036039","466523567","458668649","448667652","399910664",
"합계","총부가가치(기초가격)","지역내총부가가치(당해년가격)","","343266298","325869355","304640532","289735776","265978746","253742173","243269830",
"합계","총부가가치(기초가격)","고정자본소모","","77321014","75221300","70635211","65329588","59810359","56596461","54533219",
"합계","총부가가치(기초가격)","지역내순생산","","265945284","250648055","234005321","224406188","206168387","197145712","188736611",
"합계","총부가가치(기초가격)","기타생산세(기타생산보조금 공제)","","4861693","4642305","4165174","4180043","3947398","3754784","3208599",
"합계","총부가가치(기초가격)","지역내요소소득","","261083591","246005750","229840147","220226145","202220989","193390928","185528012",
"합계","총부가가치(기초가격)","2010년 기준년 고정가격_산출액","","872554386","820404903","789577085","747494479","719458926","696041175","643180494",
"합계","총부가가치(기초가격)","2010년 기준년 고정가격_지역내","","314628666","300372349","289914669","274059440","261985088","254039845","243269830",
"합계","농림어업","산출액(당해년가격)","","6445978","6845540","6973022","6461324","5912923","6067445","6091089",
"합계","농림어업","중간소비","","2967605","3140873","3337960","3368884","3011078","3091970","3261909",
"합계","농림어업","지역내총부가가치(당해년가격)","","3478373","3704667","3635062","3092440","2901845","2975475","2829180",
"합계","농림어업","고정자본소모","","555890","587332","612570","590044","566907","625360","615470",
"합계","농림어업","지역내순생산","","2922483","3117335","3022492","2502396","2334938","2350115","2213710",
"합계","농림어업","기타생산세(기타생산보조금 공제)","","534657","499431","477015","482230","455487","429408","405479",
"합계","농림어업","지역내요소소득","","2387826","2617904","2545477","2020166","1879451","1920707","1808231",
"합계","농림어업","2010년 기준년 고정가격_산출액","","6348663","6654128","6859488","6606405","5808931","5723501","6091089",
"합계","농림어업","2010년 기준년 고정가격_지역내","","2883313","3037768","3170115","2965455","2657198","2732337","2829180",
"합계","광업","산출액(당해년가격)","","566233","520013","508997","426883","362140","422026","531234",
"합계","광업","중간소비","","260617","239453","221851","183608","157836","193744","244724",
"합계","광업","지역내총부가가치(당해년가격)","","305616","280560","287146","243275","204304","228282","286510",
"합계","광업","고정자본소모","","65769","59889","56237","47677","48003","61499","72300",
"합계","광업","지역내순생산","","239847","220671","230909","195598","156301","166783","214210",
"합계","광업","기타생산세(기타생산보조금 공제)","","10662","10153","8634","8125","7675","7283","5825",
"합계","광업","지역내요소소득","","229185","210518","222275","187473","148626","159500","208385",
"합계","광업","2010년 기준년 고정가격_산출액","","505730","478460","467495","405709","348652","396137","531234",
"합계","광업","2010년 기준년 고정가격_지역내","","263531","249142","266381","236411","201571","214334","286510",
"합계","제조업","산출액(당해년가격)","","423866133","422074731","406875985","400508827","382654917","379266976","339811906",
"합계","제조업","중간소비","","298766802","301095568","295122100","291769980","288573584","287988188","251722862",
"합계","제조업","지역내총부가가치(당해년가격)","","125099331","120979163","111753885","108738847","94081333","91278788","88089044",
"합계","제조업","고정자본소모","","37153654","36794612","33946782","30440919","26515405","25540350","26130252",
"합계","제조업","지역내순생산","","87945677","84184551","77807103","78297928","67565928","65738438","61958792",
"합계","제조업","기타생산세(기타생산보조금 공제)","","1006168","946718","844548","850473","803309","765803","664487",
"합계","제조업","지역내요소소득","","86939509","83237833","76962555","77447455","66762619","64972635","61294305",
"합계","제조업","2010년 기준년 고정가격_산출액","","493603728","463073382","446499918","414829570","396108832","385147526","339811906",
"합계","제조업","2010년 기준년 고정가격_지역내","","124143572","117239827","112770339","104254103","98057785","95946083","88089044",
"합계","전기, 가스, 증기 및 수도사업","산출액(당해년가격)","","14451940","14879505","15743712","23061541","22128018","17068716","14733388",
"합계","전기, 가스, 증기 및 수도사업","중간소비","","8611510","9475936","11420538","18727640","18138406","13890038","11424130",
"합계","전기, 가스, 증기 및 수도사업","지역내총부가가치(당해년가격)","","5840430","5403569","4323174","4333901","3989612","3178678","3309258",
"합계","전기, 가스, 증기 및 수도사업","고정자본소모","","2414776","2330284","2071449","2306976","2260949","1944903","1770812",
"합계","전기, 가스, 증기 및 수도사업","지역내순생산","","3425654","3073285","2251725","2026925","1728663","1233775","1538446",
"합계","전기, 가스, 증기 및 수도사업","기타생산세(기타생산보조금 공제)","","24293","23649","15985","13625","12872","11926","11196",
"합계","전기, 가스, 증기 및 수도사업","지역내요소소득","","3401361","3049636","2235740","2013300","1715791","1221849","1527250",
"합계","전기, 가스, 증기 및 수도사업","2010년 기준년 고정가격_산출액","","13674506","12909803","12454887","18452060","18162111","15492449","14733388",
"합계","전기, 가스, 증기 및 수도사업","2010년 기준년 고정가격_지역내","","3352364","3315473","3334861","3634935","3822315","3343173","3309258",
"합계","건설업","산출액(당해년가격)","","61938687","52267353","45718542","41424464","40433363","42953822","43701652",
"합계","건설업","중간소비","","39626602","33700510","30101392","27694229","27301959","29350072","29716088",
"합계","건설업","지역내총부가가치(당해년가격)","","22312085","18566843","15617150","13730235","13131404","13603750","13985564",
"합계","건설업","고정자본소모","","1675626","1540629","1396114","1231651","1202935","1261962","1233262",
"합계","건설업","지역내순생산","","20636459","17026214","14221036","12498584","11928469","12341788","12752302",
"합계","건설업","기타생산세(기타생산보조금 공제)","","114239","108909","92775","87193","82360","80223","65205",
"합계","건설업","지역내요소소득","","20522220","16917305","14128261","12411391","11846109","12261565","12687097",
"합계","건설업","2010년 기준년 고정가격_산출액","","57084995","47890855","41695747","38204650","37451400","40601907","43701652",
"합계","건설업","2010년 기준년 고정가격_지역내","","18050884","15128898","13047976","11932684","11966061","12909160","13985564",
"합계","도매 및 소매업","산출액(당해년가격)","","46997799","43839994","42019169","40982335","40388726","37180476","33707563",
"합계","도매 및 소매업","중간소비","","23412554","21571616","20337740","19498424","19654064","17788507","15924103",
"합계","도매 및 소매업","지역내총부가가치(당해년가격)","","23585245","22268378","21681429","21483911","20734662","19391969","17783460",
"합계","도매 및 소매업","고정자본소모","","1864115","1744873","1600719","1509734","1451574","1369090","1221315",
"합계","도매 및 소매업","지역내순생산","","21721130","20523505","20080710","19974177","19283088","18022879","16562145",
"합계","도매 및 소매업","기타생산세(기타생산보조금 공제)","","498852","469836","422227","410334","387577","366230","298163",
"합계","도매 및 소매업","지역내요소소득","","21222278","20053669","19658483","19563843","18895511","17656649","16263982",
"합계","도매 및 소매업","2010년 기준년 고정가격_산출액","","44798036","42398488","40387552","39398515","38844651","36096275","33707563",
"합계","도매 및 소매업","2010년 기준년 고정가격_지역내","","24079306","22863201","21978694","21314966","20304063","19008224","17783460",
"합계","운수업","산출액(당해년가격)","","25474164","24157076","23354369","22013963","21247072","20256282","18702462",
"합계","운수업","중간소비","","13915262","13451049","13545819","12889099","12692021","12210182","11083473",
"합계","운수업","지역내총부가가치(당해년가격)","","11558902","10706027","9808550","9124864","8555051","8046100","7618989",
"합계","운수업","고정자본소모","","3651446","3383342","3114205","2839645","2706746","2433326","2073812",
"합계","운수업","지역내순생산","","7907456","7322685","6694345","6285219","5848305","5612774","5545177",
"합계","운수업","기타생산세(기타생산보조금 공제)","","236646","220501","183200","169844","160425","155577","112255",
"합계","운수업","지역내요소소득","","7670810","7102184","6511145","6115375","5687880","5457197","5432922",
"합계","운수업","2010년 기준년 고정가격_산출액","","23316513","22267999","21486747","20646329","20105695","19819711","18702462",
"합계","운수업","2010년 기준년 고정가격_지역내","","9305611","8998365","8853424","8675827","8574862","8336504","7618989",
"합계","숙박 및 음식점업","산출액(당해년가격)","","21218281","20055774","19331884","18428753","17986522","17352144","15547234",
"합계","숙박 및 음식점업","중간소비","","12776037","12260933","12129559","11639297","11554336","11077719","9505532",
"합계","숙박 및 음식점업","지역내총부가가치(당해년가격)","","8442244","7794841","7202325","6789456","6432186","6274425","6041702",
"합계","숙박 및 음식점업","고정자본소모","","445348","412931","379595","373774","362502","345856","311299",
"합계","숙박 및 음식점업","지역내순생산","","7996896","7381910","6822730","6415682","6069684","5928569","5730403",
"합계","숙박 및 음식점업","기타생산세(기타생산보조금 공제)","","122697","117109","106597","104726","98919","94155","87400",
"합계","숙박 및 음식점업","지역내요소소득","","7874199","7264801","6716133","6310956","5970765","5834414","5643003",
"합계","숙박 및 음식점업","2010년 기준년 고정가격_산출액","","18415488","17801567","17519035","16978330","16827303","16554442","15547234",
"합계","숙박 및 음식점업","2010년 기준년 고정가격_지역내","","6476053","6401283","6349869","6188469","6098736","6074266","6041702",
"합계","출판, 영상, 방송통신 및 정보서비스업","산출액(당해년가격)","","28011167","26646692","25604549","23292331","20937818","19614697","18664699",
"합계","출판, 영상, 방송통신 및 정보서비스업","중간소비","","15404236","14746556","14387004","13373373","12334383","11648975","10873711",
"합계","출판, 영상, 방송통신 및 정보서비스업","지역내총부가가치(당해년가격)","","12606931","11900136","11217545","9918958","8603435","7965722","7790988",
"합계","출판, 영상, 방송통신 및 정보서비스업","고정자본소모","","5233847","5004272","4786109","4313354","3888466","3575692","3361143",
"합계","출판, 영상, 방송통신 및 정보서비스업","지역내순생산","","7373084","6895864","6431436","5605604","4714969","4390030","4429845",
"합계","출판, 영상, 방송통신 및 정보서비스업","기타생산세(기타생산보조금 공제)","","9494","22081","18913","18376","17351","16719","14663",
"합계","출판, 영상, 방송통신 및 정보서비스업","지역내요소소득","","7363590","6873783","6412523","5587228","4697618","4373311","4415182",
"합계","출판, 영상, 방송통신 및 정보서비스업","2010년 기준년 고정가격_산출액","","28127780","27035528","25880973","23474784","21146977","19704314","18664699",
"합계","출판, 영상, 방송통신 및 정보서비스업","2010년 기준년 고정가격_지역내","","12929652","12443241","11621104","10387168","8949595","8250197","7790988",
"합계","금융 및 보험업","산출액(당해년가격)","","23771289","23392662","22666071","21991076","22316961","22058855","19958120",
"합계","금융 및 보험업","중간소비","","11770073","11693191","11038817","10856126","10738307","10083506","8680467",
"합계","금융 및 보험업","지역내총부가가치(당해년가격)","","12001216","11699471","11627254","11134950","11578654","11975349","11277653",
"합계","금융 및 보험업","고정자본소모","","1114675","1099984","1063099","1032635","996536","926373","873971",
"합계","금융 및 보험업","지역내순생산","","10886541","10599487","10564155","10102315","10582118","11048976","10403682",
"합계","금융 및 보험업","기타생산세(기타생산보조금 공제)","","25729","24975","21562","20741","19584","18921","16711",
"합계","금융 및 보험업","지역내요소소득","","10860812","10574512","10542593","10081574","10562534","11030055","10386971",
"합계","금융 및 보험업","2010년 기준년 고정가격_산출액","","25686811","25079439","23919039","23156898","22398497","21154996","19958120",
"합계","금융 및 보험업","2010년 기준년 고정가격_지역내","","13859202","13410102","12809438","12130587","11605395","11183033","11277653",
"합계","부동산 및 임대업","산출액(당해년가격)","","37027118","35221372","33890168","31865064","30458329","29132710","27732789",
"합계","부동산 및 임대업","중간소비","","8160612","7517443","7333784","6752682","6573138","6475092","5869872",
"합계","부동산 및 임대업","지역내총부가가치(당해년가격)","","28866506","27703929","26556384","25112382","23885191","22657618","21862917",
"합계","부동산 및 임대업","고정자본소모","","8156794","7697682","7370197","7018037","6525677","6063018","5298370",
"합계","부동산 및 임대업","지역내순생산","","20709712","20006247","19186187","18094345","17359514","16594600","16564547",
"합계","부동산 및 임대업","기타생산세(기타생산보조금 공제)","","1628947","1545139","1467070","1489233","1406642","1336299","1182044",
"합계","부동산 및 임대업","지역내요소소득","","19080765","18461108","17719117","16605112","15952872","15258301","15382503",
"합계","부동산 및 임대업","2010년 기준년 고정가격_산출액","","32570316","31498389","30818601","29439939","28748273","28358956","27732789",
"합계","부동산 및 임대업","2010년 기준년 고정가격_지역내","","23924259","23643241","23414586","22692785","22376846","22308970","21862917",
"합계","사업서비스업","산출액(당해년가격)","","48975832","46482365","44828020","40637572","37980819","33151754","30444129",
"합계","사업서비스업","중간소비","","20001551","18489073","18208184","16527523","15516419","13717800","12331423",
"합계","사업서비스업","지역내총부가가치(당해년가격)","","28974281","27993292","26619836","24110049","22464400","19433954","18112706",
"합계","사업서비스업","고정자본소모","","4056573","4100156","4041946","3655886","3697827","3364193","3268707",
"합계","사업서비스업","지역내순생산","","24917708","23893136","22577890","20454163","18766573","16069761","14843999",
"합계","사업서비스업","기타생산세(기타생산보조금 공제)","","87560","131013","110540","102300","96600","84832","71690",
"합계","사업서비스업","지역내요소소득","","24830148","23762123","22467350","20351863","18669973","15984929","14772309",
"합계","사업서비스업","2010년 기준년 고정가격_산출액","","44439672","42402078","41479672","37957233","35920240","32113744","30444129",
"합계","사업서비스업","2010년 기준년 고정가격_지역내","","24768696","24122657","23434235","21634835","20774526","18822191","18112706",
"합계","공공행정, 국방 및  사회보장행정","산출액(당해년가격)","","24301154","23140244","23309889","23395892","22610413","21480843","20200988",
"합계","공공행정, 국방 및  사회보장행정","중간소비","","5889551","5514189","6068022","6596031","6693504","6542561","6006074",
"합계","공공행정, 국방 및  사회보장행정","지역내총부가가치(당해년가격)","","18411603","17626055","17241867","16799861","15916909","14938282","14194914",
"합계","공공행정, 국방 및  사회보장행정","고정자본소모","","5528800","5292753","5213796","5208746","5001503","4768743","4357759",
"합계","공공행정, 국방 및  사회보장행정","지역내순생산","","12882803","12333302","12028071","11591115","10915406","10169539","9837155",
"합계","공공행정, 국방 및  사회보장행정","기타생산세(기타생산보조금 공제)","","1961","1808","1437","1222","1242","1255","718",
"합계","공공행정, 국방 및  사회보장행정","지역내요소소득","","12880842","12331494","12026634","11589893","10914164","10168284","9836437",
"합계","공공행정, 국방 및  사회보장행정","2010년 기준년 고정가격_산출액","","21037785","20492334","21078052","21635341","21296388","20712266","20200988",
"합계","공공행정, 국방 및  사회보장행정","2010년 기준년 고정가격_지역내","","15405886","15203649","15317286","15347219","14869120","14388363","14194914",
"합계","교육서비스업","산출액(당해년가격)","","22573087","22001074","21469663","21023077","20640638","19826937","19625780",
"합계","교육서비스업","중간소비","","6421247","6235408","6227742","6415766","6591118","6138844","6411309",
"합계","교육서비스업","지역내총부가가치(당해년가격)","","16151840","15765666","15241921","14607311","14049520","13688093","13214471",
"합계","교육서비스업","고정자본소모","","1993881","1907167","1828634","1752509","1675442","1580182","1457169",
"합계","교육서비스업","지역내순생산","","14157959","13858499","13413287","12854802","12374078","12107911","11757302",
"합계","교육서비스업","기타생산세(기타생산보조금 공제)","","70065","63422","53284","51851","48789","46523","38155",
"합계","교육서비스업","지역내요소소득","","14087894","13795077","13360003","12802951","12325289","12061388","11719147",
"합계","교육서비스업","2010년 기준년 고정가격_산출액","","19315434","19161907","18991266","19065335","19390382","18988176","19625780",
"합계","교육서비스업","2010년 기준년 고정가격_지역내","","13442106","13410339","13249534","13131753","13175976","13090752","13214471",
"합계","보건 및 사회복지사업","산출액(당해년가격)","","24898058","22604475","21009287","20387685","18950970","17567505","16232410",
"합계","보건 및 사회복지사업","중간소비","","10392538","9495466","9618814","9846107","9099358","8506426","7746917",
"합계","보건 및 사회복지사업","지역내총부가가치(당해년가격)","","14505520","13109009","11390473","10541578","9851612","9061079","8485493",
"합계","보건 및 사회복지사업","고정자본소모","","1312236","1237561","1160759","1100344","1058397","968448","882347",
"합계","보건 및 사회복지사업","지역내순생산","","13193284","11871448","10229714","9441234","8793215","8092631","7603146",
"합계","보건 및 사회복지사업","기타생산세(기타생산보조금 공제)","","45590","42213","5000","63768","59714","58022","45106",
"합계","보건 및 사회복지사업","지역내요소소득","","13147694","11829235","10224714","9377466","8733501","8034609","7558040",
"합계","보건 및 사회복지사업","2010년 기준년 고정가격_산출액","","23565086","21863678","20622055","18268509","18360239","16956883","16232410",
"합계","보건 및 사회복지사업","2010년 기준년 고정가격_지역내","","12424076","11845830","11046822","10339953","9610356","8840932","8485493",
"합계","문화 및 기타서비스업","산출액(당해년가격)","","22694538","21461483","21373244","20358556","19637766","19008637","17495051",
"합계","문화 및 기타서비스업","중간소비","","11568363","11093734","10936713","10384798","10039138","9964028","9108070",
"합계","문화 및 기타서비스업","지역내총부가가치(당해년가격)","","11126175","10367749","10436531","9973758","9598628","9044609","8386981",
"합계","문화 및 기타서비스업","고정자본소모","","2097584","2027833","1993000","1907657","1851490","1767466","1605231",
"합계","문화 및 기타서비스업","지역내순생산","","9028591","8339916","8443531","8066101","7747138","7277143","6781750",
"합계","문화 및 기타서비스업","기타생산세(기타생산보조금 공제)","","444133","415348","336387","306002","288852","281608","189502",
"합계","문화 및 기타서비스업","지역내요소소득","","8584458","7924568","8107144","7760099","7458286","6995535","6592248",
"합계","문화 및 기타서비스업","2010년 기준년 고정가격_산출액","","20063843","19396868","19416558","18974872","18540355","18219892","17495051",
"합계","문화 및 기타서비스업","2010년 기준년 고정가격_지역내","","9320155","9059333","9250005","9192290","8940683","8591326","8386981",
"수원시","총부가가치(기초가격)","산출액(당해년가격)","","55277252","54230904","53241760","50793308","50509256","51822392","48069391",
"수원시","총부가가치(기초가격)","중간소비","","27539471","27388895","27534355","27366214","27732820","28733966","26078549",
"수원시","총부가가치(기초가격)","지역내총부가가치(당해년가격)","","27737781","26842009","25707405","23427094","22776436","23088425","21990843",
"수원시","총부가가치(기초가격)","고정자본소모","","5481732","5440551","5224414","4847478","4716850","4763792","4407423",
"수원시","총부가가치(기초가격)","지역내순생산","","22256049","21401458","20482991","18579616","18059586","18324634","17583420",
"수원시","총부가가치(기초가격)","기타생산세(기타생산보조금 공제)","","341157","337339","301985","301169","296634","285627","226631",
"수원시","총부가가치(기초가격)","지역내요소소득","","21914892","21064119","20181006","18278448","17762952","18039007","17356788",
"수원시","총부가가치(기초가격)","2010년 기준년 고정가격_산출액","","53618360","52444539","51643232","49001984","49151454","50714514","48069391",
"수원시","총부가가치(기초가격)","2010년 기준년 고정가격_지역내","","24691274","24311470","23865211","22047836","22002056","22725494","21990843",
"수원시","농림어업","산출액(당해년가격)","","2087","677","697","1292","1123","1115","2976",
"수원시","농림어업","중간소비","","961","310","334","674","572","568","1594",
"수원시","농림어업","지역내총부가가치(당해년가격)","","1126","366","364","618","551","547","1382",
"수원시","농림어업","고정자본소모","","180","58","61","118","108","115","301",
"수원시","농림어업","지역내순생산","","946","308","302","500","443","432","1082",
"수원시","농림어업","기타생산세(기타생산보조금 공제)","","173","49","48","96","86","79","198",
"수원시","농림어업","지역내요소소득","","773","259","255","404","357","353","884",
"수원시","농림어업","2010년 기준년 고정가격_산출액","","2055","658","686","1321","1103","1051","2976",
"수원시","농림어업","2010년 기준년 고정가격_지역내","","934","300","317","593","504","502","1382",
"수원시","광업","산출액(당해년가격)","","-","-","-","-","-","-","-",
"수원시","광업","중간소비","","-","-","-","-","-","-","-",
"수원시","광업","지역내총부가가치(당해년가격)","","-","-","-","-","-","-","-",
"수원시","광업","고정자본소모","","-","-","-","-","-","-","-",
"수원시","광업","지역내순생산","","-","-","-","-","-","-","-",
"수원시","광업","기타생산세(기타생산보조금 공제)","","-","-","-","-","-","-","-",
"수원시","광업","지역내요소소득","","-","-","-","-","-","-","-",
"수원시","광업","2010년 기준년 고정가격_산출액","","-","-","-","-","-","-","-",
"수원시","광업","2010년 기준년 고정가격_지역내","","-","-","-","-","-","-","-",
"수원시","제조업","산출액(당해년가격)","","10471010","11644912","11626481","13617300","14044671","14941474","13080241",
"수원시","제조업","중간소비","","7380609","8307134","8433114","9920179","10591582","11345486","9689465",
"수원시","제조업","지역내총부가가치(당해년가격)","","3090401","3337778","3193367","3697121","3453089","3595988","3390775",
"수원시","제조업","고정자본소모","","917828","1015152","970029","1034991","973201","1006179","1005821",
"수원시","제조업","지역내순생산","","2172573","2322626","2223338","2662130","2479888","2589809","2384954",
"수원시","제조업","기타생산세(기타생산보조금 공제)","","24856","26120","24133","28916","29484","30169","25578",
"수원시","제조업","지역내요소소득","","2147717","2296506","2199205","2633213","2450404","2559640","2359377",
"수원시","제조업","2010년 기준년 고정가격_산출액","","12193778","12776052","12758735","14104205","14538473","15173142","13080241",
"수원시","제조업","2010년 기준년 고정가격_지역내","","3066790","3234611","3222412","3544640","3599037","3779860","3390775",
"수원시","전기, 가스, 증기 및 수도사업","산출액(당해년가격)","","1034822","992476","1124437","1452877","1370480","1536184","1064118",
"수원시","전기, 가스, 증기 및 수도사업","중간소비","","616622","632053","815670","1179841","1123387","1250103","825107",
"수원시","전기, 가스, 증기 및 수도사업","지역내총부가가치(당해년가격)","","418200","360423","308767","273036","247093","286081","239011",
"수원시","전기, 가스, 증기 및 수도사업","고정자본소모","","172909","155432","147946","145339","140030","175041","127897",
"수원시","전기, 가스, 증기 및 수도사업","지역내순생산","","245292","204991","160821","127696","107063","111040","111114",
"수원시","전기, 가스, 증기 및 수도사업","기타생산세(기타생산보조금 공제)","","1739","1577","1142","858","797","1073","809",
"수원시","전기, 가스, 증기 및 수도사업","지역내요소소득","","243552","203413","159680","126838","106266","109966","110306",
"수원시","전기, 가스, 증기 및 수도사업","2010년 기준년 고정가격_산출액","","979155","861095","889545","1162480","1124855","1394320","1064118",
"수원시","전기, 가스, 증기 및 수도사업","2010년 기준년 고정가격_지역내","","240044","221145","238180","229001","236732","300886","239011",
"수원시","건설업","산출액(당해년가격)","","5541101","4890427","4698316","3755033","3533860","3686942","4753578",
"수원시","건설업","중간소비","","3545038","3153209","3093403","2510419","2386180","2519264","3232320",
"수원시","건설업","지역내총부가가치(당해년가격)","","1996063","1737218","1604914","1244614","1147679","1167678","1521258",
"수원시","건설업","고정자본소모","","149903","144150","143473","111646","105136","108321","134146",
"수원시","건설업","지역내순생산","","1846160","1593068","1461440","1132968","1042543","1059358","1387111",
"수원시","건설업","기타생산세(기타생산보조금 공제)","","10220","10190","9534","7904","7198","6886","7093",
"수원시","건설업","지역내요소소득","","1835940","1582878","1451906","1125064","1035345","1052472","1380019",
"수원시","건설업","2010년 기준년 고정가격_산출액","","5106884","4480937","4284909","3463164","3273237","3485065","4753578",
"수원시","건설업","2010년 기준년 고정가격_지역내","","1614851","1415545","1340890","1081671","1045829","1108058","1521258",
"수원시","도매 및 소매업","산출액(당해년가격)","","3842277","3684878","3508624","3473118","3537890","3257849","2898104",
"수원시","도매 및 소매업","중간소비","","1914080","1813157","1698213","1652427","1721617","1558675","1369120",
"수원시","도매 및 소매업","지역내총부가가치(당해년가격)","","1928198","1871722","1810411","1820691","1816273","1699174","1528984",
"수원시","도매 및 소매업","고정자본소모","","152400","146662","133661","127945","127152","119963","105006",
"수원시","도매 및 소매업","지역내순생산","","1775798","1725060","1676750","1692746","1689121","1579211","1423978",
"수원시","도매 및 소매업","기타생산세(기타생산보조금 공제)","","40783","39491","35256","34774","33950","32090","25635",
"수원시","도매 및 소매업","지역내요소소득","","1735015","1685569","1641494","1657971","1655171","1547121","1398342",
"수원시","도매 및 소매업","2010년 기준년 고정가격_산출액","","3662437","3563716","3372383","3338894","3402635","3162849","2898104",
"수원시","도매 및 소매업","2010년 기준년 고정가격_지역내","","1968589","1921718","1835233","1806373","1778554","1665550","1528984",
"수원시","운수업","산출액(당해년가격)","","2071240","2013887","2083779","1878942","1849239","1884580","1709794",
"수원시","운수업","중간소비","","1131415","1121365","1208617","1100114","1104650","1135996","1013260",
"수원시","운수업","지역내총부가가치(당해년가격)","","939825","892522","875162","778828","744589","748583","696534",
"수원시","운수업","고정자본소모","","296890","282057","277863","242370","235582","226389","189590",
"수원시","운수업","지역내순생산","","642935","610466","597299","536458","509007","522195","506944",
"수원시","운수업","기타생산세(기타생산보조금 공제)","","19241","18382","16346","14497","13963","14474","10262",
"수원시","운수업","지역내요소소득","","623694","592083","580953","521961","495045","507720","496682",
"수원시","운수업","2010년 기준년 고정가격_산출액","","1895807","1856402","1917141","1762211","1749899","1843962","1709794",
"수원시","운수업","2010년 기준년 고정가격_지역내","","756616","750161","789941","740502","746313","775602","696534",
"수원시","숙박 및 음식점업","산출액(당해년가격)","","2083761","2049156","1921760","1818569","1749151","1672451","1489841",
"수원시","숙박 및 음식점업","중간소비","","1254682","1252735","1205786","1148578","1123635","1067704","910884",
"수원시","숙박 및 음식점업","지역내총부가가치(당해년가격)","","829078","796421","715975","669991","625516","604748","578957",
"수원시","숙박 및 음식점업","고정자본소모","","43736","42190","37735","36884","35253","33335","29831",
"수원시","숙박 및 음식점업","지역내순생산","","785343","754231","678240","633106","590264","571413","549126",
"수원시","숙박 및 음식점업","기타생산세(기타생산보조금 공제)","","12050","11965","10597","10334","9620","9075","8375",
"수원시","숙박 및 음식점업","지역내요소소득","","773293","742266","667643","622772","580644","562338","540751",
"수원시","숙박 및 음식점업","2010년 기준년 고정가격_산출액","","1808510","1818837","1741547","1675440","1636420","1595567","1489841",
"수원시","숙박 및 음식점업","2010년 기준년 고정가격_지역내","","635987","654038","631233","610685","593089","585456","578957",
"수원시","출판, 영상, 방송통신 및 정보서비스업","산출액(당해년가격)","","3192076","3094637","2816500","2569144","2347926","2451028","2342898",
"수원시","출판, 영상, 방송통신 및 정보서비스업","중간소비","","1755425","1712604","1582570","1475083","1383154","1455641","1364929",
"수원시","출판, 영상, 방송통신 및 정보서비스업","지역내총부가가치(당해년가격)","","1436651","1382033","1233930","1094061","964772","995386","977969",
"수원시","출판, 영상, 방송통신 및 정보서비스업","고정자본소모","","596435","581176","526472","475763","436045","446814","421910",
"수원시","출판, 영상, 방송통신 및 정보서비스업","지역내순생산","","840217","800857","707458","618298","528727","548573","556059",
"수원시","출판, 영상, 방송통신 및 정보서비스업","기타생산세(기타생산보조금 공제)","","1082","2564","2080","2027","1946","2089","1841",
"수원시","출판, 영상, 방송통신 및 정보서비스업","지역내요소소득","","839135","798293","705378","616271","526782","546483","554218",
"수원시","출판, 영상, 방송통신 및 정보서비스업","2010년 기준년 고정가격_산출액","","3205365","3139795","2846907","2589269","2371381","2462226","2342898",
"수원시","출판, 영상, 방송통신 및 정보서비스업","2010년 기준년 고정가격_지역내","","1473428","1445107","1278321","1145705","1003590","1030934","977969",
"수원시","금융 및 보험업","산출액(당해년가격)","","3292522","3180907","3153144","2966596","2976748","2961248","2684260",
"수원시","금융 및 보험업","중간소비","","1630253","1590027","1535643","1464491","1432329","1353641","1167476",
"수원시","금융 및 보험업","지역내총부가가치(당해년가격)","","1662269","1590881","1617502","1502105","1544419","1607607","1516784",
"수원시","금융 및 보험업","고정자본소모","","154392","149575","147891","139302","132923","124359","117544",
"수원시","금융 및 보험업","지역내순생산","","1507877","1441306","1469611","1362802","1411496","1483248","1399239",
"수원시","금융 및 보험업","기타생산세(기타생산보조금 공제)","","3564","3396","3000","2798","2612","2540","2248",
"수원시","금융 및 보험업","지역내요소소득","","1504313","1437910","1466611","1360004","1408884","1480708","1396992",
"수원시","금융 및 보험업","2010년 기준년 고정가격_산출액","","3557838","3410273","3327448","3123866","2987624","2839911","2684260",
"수원시","금융 및 보험업","2010년 기준년 고정가격_지역내","","1919615","1823490","1781959","1636416","1547986","1501244","1516784",
"수원시","부동산 및 임대업","산출액(당해년가격)","","3567203","3380547","3227621","3039927","3073794","2880817","2417643",
"수원시","부동산 및 임대업","중간소비","","786196","721524","698453","644206","663348","640296","511714",
"수원시","부동산 및 임대업","지역내총부가가치(당해년가격)","","2781007","2659023","2529169","2395721","2410446","2240521","1905929",
"수원시","부동산 및 임대업","고정자본소모","","785828","738823","701920","669521","658558","599548","461893",
"수원시","부동산 및 임대업","지역내순생산","","1995179","1920199","1827248","1726201","1751888","1640974","1444037",
"수원시","부동산 및 임대업","기타생산세(기타생산보조금 공제)","","156933","148302","139720","142073","141956","132141","103046",
"수원시","부동산 및 임대업","지역내요소소득","","1838246","1771897","1687528","1584128","1609932","1508833","1340991",
"수원시","부동산 및 임대업","2010년 기준년 고정가격_산출액","","3137833","3023215","2935092","2808570","2901219","2804304","2417643",
"수원시","부동산 및 임대업","2010년 기준년 고정가격_지역내","","2304870","2269278","2229951","2164892","2258227","2206045","1905929",
