"행정구역별(시군구)","거처의종류",2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"구리시","주택이외의 거처",1722,2260,2161,6,17,76,4263,3169,46,891,157
"구리시","오피스텔",1109,1109,1085,X,X,24,1595,1568,X,X,27
"남양주시","계",228578,246337,243802,62,130,2343,671907,658410,514,7519,5464
"남양주시","주택",221641,238213,236622,36,X,1551,649996,646384,306,358,2948
"남양주시","단독주택",16380,31733,31072,17,X,644,70056,68727,147,X,1182
"남양주시","아파트",170884,171084,170511,10,X,563,494050,492901,88,X,1061
"남양주시","연립주택",10320,10344,10292,X,X,51,26269,26151,X,27,91
"남양주시","다세대주택",22648,22695,22499,X,X,194,53739,53344,14,X,381
"남양주시","비거주용건물내 주택",1409,2357,2248,7,X,99,5882,5261,57,331,233
"남양주시","주택이외의 거처",6937,8124,7180,26,126,792,21911,12026,208,7161,2516
"남양주시","오피스텔",1653,1656,1633,X,X,22,2395,2358,7,X,30
"오산시","계",76417,93117,87151,36,28,5902,230601,215639,337,2879,11746
"오산시","주택",74061,89165,83645,34,X,5486,222119,210900,318,X,10901
"오산시","단독주택",5196,19327,16079,X,X,3245,34518,28369,25,X,6124
"오산시","아파트",61021,61220,60246,X,X,971,169941,167717,22,X,2202
"오산시","연립주택",1257,1266,1200,X,X,66,3170,2986,X,X,184
"오산시","다세대주택",6070,6116,5147,X,X,966,11808,9854,19,X,1935
"오산시","비거주용건물내 주택",517,1236,973,25,X,238,2682,1974,252,X,456
"오산시","주택이외의 거처",2356,3952,3506,X,28,416,8482,4739,19,2879,845
"오산시","오피스텔",1239,1250,1159,X,X,91,1868,1657,X,X,211
"시흥시","계",163600,198515,178734,62,89,19630,497974,451166,477,6633,39698
"시흥시","주택",152063,185313,167774,34,X,17505,470738,436246,260,X,34232
"시흥시","단독주택",7322,38993,24822,X,X,14168,70270,43639,21,X,26610
"시흥시","아파트",121011,121532,119603,16,X,1913,341240,336315,106,X,4819
"시흥시","연립주택",1396,1400,1370,X,X,30,3257,3192,X,X,65
"시흥시","다세대주택",21125,21211,20089,X,X,1119,50957,48886,22,X,2049
"시흥시","비거주용건물내 주택",1209,2177,1890,12,X,275,5014,4214,111,X,689
"시흥시","주택이외의 거처",11537,13202,10960,28,89,2125,27236,14920,217,6633,5466
"시흥시","오피스텔",7677,7713,7339,X,X,370,10257,9584,28,X,645
"군포시","계",90461,104573,100586,31,35,3921,271254,261123,246,2187,7698
"군포시","주택",86794,100338,96737,14,X,3587,262521,255349,100,X,7072
"군포시","단독주택",3579,16370,13809,X,X,2560,33249,28327,6,X,4916
"군포시","아파트",70746,70825,70426,5,X,394,196809,195993,38,X,778
"군포시","연립주택",1092,1096,1060,X,X,34,2963,2873,16,X,74
"군포시","다세대주택",10936,10997,10580,X,X,415,27264,26327,12,X,925
"군포시","비거주용건물내 주택",441,1050,862,X,X,184,2236,1829,28,X,379
"군포시","주택이외의 거처",3667,4235,3849,17,35,334,8733,5774,146,2187,626
"군포시","오피스텔",2431,2442,2339,X,X,102,3771,3585,6,X,180
"의왕시","계",51569,57588,57061,7,26,494,153846,150673,53,2162,958
"의왕시","주택",50074,55927,55547,X,X,377,148918,148209,23,X,686
"의왕시","단독주택",2729,8335,8166,X,X,168,16836,16537,10,X,289
"의왕시","아파트",39329,39360,39247,X,X,113,112878,112673,X,X,205
"의왕시","연립주택",638,638,636,X,X,X,1770,1764,X,X,6
"의왕시","다세대주택",7152,7162,7082,X,X,79,16381,16234,7,X,140
"의왕시","비거주용건물내 주택",226,432,416,X,X,15,1053,1001,6,X,46
"의왕시","주택이외의 거처",1495,1661,1514,X,26,117,4928,2464,30,2162,272
"의왕시","오피스텔",866,866,822,X,X,43,1362,1306,6,X,50
"하남시","계",87851,102261,101231,X,24,1002,257658,254528,35,1231,1864
"하남시","주택",77390,91268,90574,X,X,689,240868,239531,35,36,1266
"하남시","단독주택",6123,19375,18884,X,X,488,41656,40758,22,X,876
"하남시","아파트",67801,67855,67702,X,X,153,189437,189165,X,X,272
"하남시","연립주택",1087,1089,1082,X,X,7,2993,2974,X,X,19
"하남시","다세대주택",1779,1783,1773,X,X,10,4032,4014,X,X,18
"하남시","비거주용건물내 주택",600,1166,1133,X,X,31,2750,2620,13,36,81
"하남시","주택이외의 거처",10461,10993,10657,X,23,313,16790,14997,X,1195,598
"하남시","오피스텔",8793,8796,8665,X,X,131,11880,11714,X,X,166
"용인시","계",340298,379061,371752,126,180,7003,1036930,989764,1038,31118,15010
"용인시","주택",326916,363508,357924,101,5,5478,980178,968480,811,168,10719
"용인시","단독주택",29008,63783,60584,27,X,3168,127176,120897,204,145,5930
"용인시","아파트",259871,260194,258911,40,X,1243,755729,752917,316,X,2496
"용인시","연립주택",9960,9983,9843,10,X,130,26790,26423,86,X,281
"용인시","다세대주택",26522,26617,25909,13,X,695,63964,62343,110,X,1511
"용인시","비거주용건물내 주택",1555,2931,2677,11,X,242,6519,5900,95,23,501
